,date,symbol,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,revenue,costOfRevenue,grossProfit,grossProfitRatio,researchAndDevelopmentExpenses,generalAndAdministrativeExpenses,sellingAndMarketingExpenses,sellingGeneralAndAdministrativeExpenses,otherExpenses,operatingExpenses,costAndExpenses,interestIncome,interestExpense,depreciationAndAmortization,ebitda,ebitdaratio,operatingIncome,operatingIncomeRatio,totalOtherIncomeExpensesNet,incomeBeforeTax,incomeBeforeTaxRatio,incomeTaxExpense,netIncome,netIncomeRatio,eps,epsdiluted,weightedAverageShsOut,weightedAverageShsOutDil,link,finalLink,distressed
403,2023-12-31,IFCN.SW,USD,0,2023-12-31,2023-12-30 19:00:00,2023,FY,673713000,364098000,309615000,0.4595651264,48521000.0,92611000.0,33283000.0,125894000.0,0.0,174415000,538513000,0.0,0.0,15403000.0,150603000,0.22354177520000001,135200000,0.20067892410000002,-6504000,128696000,0.1910249617,23020000.0,105676000,0.1568561094,43.24,43.24,2443812,2443812,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
404,2022-12-31,IFCN.SW,USD,0,2022-12-31,2022-12-30 19:00:00,2022,FY,581297000,314622000,266675000,0.45875860360000004,45514000.0,80810000.0,28746000.0,109556000.0,-136000.0,155070000,469692000,840000.0,0.0,14529000.0,124890000,0.21698718560000002,111605000,0.1919930775,-4657000,106948000,0.1839816823,18421000.0,88527000,0.15229220170000002,36.22,36.22,2444306,2444306,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
405,2021-12-31,IFCN.SW,USD,0,2021-12-31,2021-12-30 19:00:00,2021,FY,515777000,268783000,246994000,0.4788774994,47033000.0,70604000.0,28916000.0,99520000.0,0.0,146553000,415336000,279000.0,0.0,12410000.0,116501000,0.2187980464,100441000,0.1947372605,-813000,99628000,0.19316099790000002,19317000.0,80311000,0.1557087656,32.87,32.87,2443561,2443561,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
406,2020-12-31,IFCN.SW,USD,0,2020-12-31,2020-12-30 19:00:00,2020,FY,397801000,209789000,188012000,0.4726282739,38994000.0,55315000.0,31783000.0,87098000.0,0.0,126092000,335881000,53000.0,0.0,12576000.0,78379000,0.18726951420000001,61920000,0.1556557173,-2019000,59901000,0.15058031530000002,10602000.0,49299000,0.1239287986,20.21,20.18,2439685,2443164,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
407,2023-12-31,INRN.SW,CHF,0,2023-12-31,2023-12-29 19:00:00,2023,FY,556338000,211665000,344673000,0.6195388415,8480000.0,157349000.0,5476000.0,162825000.0,89515000.0,260820000,472485000,2265000.0,276000.0,22443000.0,106639000,0.1916802376,83853000,0.1507231216,67000,83920000,0.1508435519,17571000.0,66349000,0.1192602339,80.64,80.64,822815,822815,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
408,2022-12-31,INRN.SW,CHF,0,2022-12-31,2022-12-30 19:00:00,2022,FY,664409000,502491000,161918000,0.2437022978,11228000.0,21354000.0,5760000.0,48355000.0,-1025000.0,60608000,563099000,955000.0,437000.0,24127000.0,129343000,0.1887948538,101310000,0.15248137820000002,-436000,104779000,0.1577025597,21996000.0,82783000,0.1245964459,100.91,100.91,820369,820369,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
409,2021-12-31,INRN.SW,CHF,0,2021-12-31,2021-12-30 19:00:00,2021,FY,640063000,483245000,156818000,0.2450040074,12182000.0,20601000.0,5074000.0,43850000.0,-4690000.0,60722000,543967000,680000.0,278000.0,23142000.0,122691000,0.18629103700000002,96096000,0.1501352211,-67000,99271000,0.15509567030000002,18671000.0,80600000,0.1259251042,98.08,98.08,821800,821800,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
410,2020-12-31,INRN.SW,CHF,0,2020-12-31,2020-12-30 19:00:00,2020,FY,530629000,369928000,160701000,0.3028500139,9979000.0,17379000.0,4288000.0,55349000.0,-5246000.0,70574000,440502000,543000.0,281000.0,21340000.0,114259000,0.2100657898,90127000,0.1698493674,-1435000,92638000,0.1745814873,20896000.0,71742000,0.1352018077,85.97,85.97,834532,834532,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
411,2023-12-31,ISN.SW,CHF,0,2023-12-31,2023-12-29 19:00:00,2023,FY,168106000,64720000,103386000,0.6150048184,0.0,2492000.0,0.0,2492000.0,0.0,-1787000,79300000,213000.0,6166000.0,127000.0,93303000,0.5550248058,93176000,0.5542693301,6052000,99228000,0.5902704246,16724000.0,82504000,0.49078557580000004,8.95,8.95,9217065,9217065,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
412,2022-12-31,ISN.SW,CHF,0,2022-12-31,2022-12-30 19:00:00,2022,FY,233643000,26880000,206763000,0.8849526842000001,0.7944299636625101,2580000.0,11303000.0,13883000.0,-13531000.0,13531000,40411000,96000.0,6115000.0,131000.0,193363000,0.8276002277000001,193232000,0.8270395432000001,-7619000,185613000,0.7944299637000001,40143000.0,145470000,0.622616556,78.18,78.18,1860646,1860646,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
413,2021-12-31,ISN.SW,CHF,0,2021-12-31,2021-12-30 19:00:00,2021,FY,186577000,9557000,177020000,0.9487771805,1.003821478531651,2249000.0,11746000.0,13995000.0,-14214000.0,14214000,23771000,169000.0,7966000.0,136000.0,162942000,0.8733230784,162806000,0.8725941568000001,24484000,187290000,1.0038214785,43053000.0,144237000,0.7730695638,75.92,75.92,1899971,1899971,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
414,2020-12-31,ISN.SW,CHF,0,2020-12-31,2020-12-30 19:00:00,2020,FY,117758000,9857000,107901000,0.9162944343,0.838745562934153,2280000.0,11149000.0,13429000.0,-13649000.0,13649000,23506000,78000.0,8932000.0,142000.0,94394000,0.8015930977,94252000,0.8003872348000001,4517000,98769000,0.8387455629,20413000.0,78356000,0.6653985292,41.67,41.67,1880392,1880392,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
415,2023-12-31,IREN.SW,CHF,0,2023-12-31,2023-12-29 19:00:00,2023,FY,231530000,25493000,206037000,0.8898933184000001,0.0,0.0,0.0,133823000.0,73701000.0,207524000,233017000,283000.0,3056000.0,4083000.0,50062000,0.2162225198,-1487000,-0.0064224938,-2713000,-4200000,-0.0181401978,1202000.0,-5393000,-0.0232928778,-0.42,-0.42,12743933,12743933,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
416,2022-12-31,IREN.SW,CHF,0,2022-12-31,2022-12-30 19:00:00,2022,FY,227548000,29101000,198447000,0.8721104998,0.7820811433192111,11431000.0,113988000.0,125419000.0,-148620000.0,148620000,177721000,257000.0,2158000.0,3697000.0,53524000,0.2352207007,49827000,0.21897357920000002,-2438000,177961000,0.7820811433,26136000.0,151700000,0.6666725262000001,11.9,11.9,12751729,12751729,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
417,2021-12-31,IREN.SW,CHF,0,2021-12-31,2021-12-30 19:00:00,2021,FY,215997000,28614000,187383000,0.8675259379,1.082968744936272,9832000.0,107365000.0,117197000.0,-137478000.0,137478000,166092000,185000.0,4315000.0,3769000.0,53674000,0.248494192,49905000,0.2310448756,-1163000,233918000,1.0829687449,33238000.0,200490000,0.9282073362000001,15.74,15.74,12740405,12740405,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
418,2020-12-31,IREN.SW,CHF,0,2020-12-31,2020-12-30 19:00:00,2020,FY,178689000,24439000,154250000,0.8632316483,0.742474354884743,9037000.0,83905000.0,92942000.0,-111435000.0,111435000,135874000,362000.0,3825000.0,2707000.0,45522000,0.254755469,42815000,0.2396062432,-3544000,132672000,0.7424743549,19076000.0,113397000,0.6346053758,8.91,8.91,12724434,12724434,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
419,2023-12-31,VBSN.SW,CHF,0,2023-12-31,2023-12-29 19:00:00,2023,FY,147953000,102968000,44985000,0.3040492589,0.0,0.0,0.0,29675000.0,0.0,63247000,131459000,1072000.0,19000.0,5522000.0,23367000,0.1579352903,16814000,0.1136441978,1093000,17907000,0.121031679,2759000.0,15148000,0.1023838651,6.31,6.31,2400634,2400634,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
420,2022-12-31,VBSN.SW,CHF,0,2022-12-31,2022-12-30 19:00:00,2022,FY,150649000,106732000,43917000,0.2915186958,0.0,0.0,0.0,33879000.0,66000.0,33879000,140611000,343000.0,343000.0,6111000.0,16149000,0.1071961978,10038000,0.0666317068,-343000,13150000,0.0872889963,1925000.0,11225000,0.0745109493,4.73,4.73,2374035,2374035,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
421,2021-12-31,VBSN.SW,CHF,0,2021-12-31,2021-12-30 19:00:00,2021,FY,144067000,110206000,33861000,0.2350364761,0.0,0.0,0.0,32127000.0,65000.0,32127000,142333000,458000.0,458000.0,5537000.0,7271000,0.0504695732,1734000,0.0120360666,5473000,7207000,0.0500253354,998000.0,6209000,0.043098003,2.62,2.62,2374245,2374245,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
422,2020-12-31,VBSN.SW,CHF,0,2020-12-31,2020-12-30 19:00:00,2020,FY,172919000,117605000,55314000,0.31988387630000004,0.0,0.0,0.0,37322000.0,66000.0,37322000,154927000,315000.0,315000.0,4219000.0,25386000,0.1284474234,17992000,0.1040487165,-77000,20852000,0.1205882523,3027000.0,17825000,0.1030829464,7.51,7.51,2374645,2374645,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
423,2023-12-31,BAER.SW,CHF,0,2023-12-31,2023-12-30 19:00:00,2023,FY,3239500000,2426100000,813400000,0.2510881309,0.0,570700000.0,2012900000.0,2583600000.0,0.0,2583600000,2583600000,2593100000.0,1751300000.0,244800000.0,749800000,0.2314554715,655900000,0.2024695169,-142100001,513799999,0.1586047226,60300000.0,454000000,0.1401450841,2.21,2.21,205625068,205635674,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
424,2022-12-31,BAER.SW,CHF,0,2022-12-31,2022-12-30 19:00:00,2022,FY,4522700000,0,4522700000,1.0,0.0,554800000.0,187200000.0,2554300000.0,-1042200000.0,1042200000,3409500000,1248300000.0,76400000.0,279500000.0,0,-0.0476485285,1299100000,0.2872399231,2691700000,1083000000,0.2394587304,133900000.0,949600000,0.20996307520000002,4.5600000000000005,4.5600000000000005,208312058,208313963,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
425,2021-12-31,BAER.SW,CHF,0,2021-12-31,2021-12-30 19:00:00,2021,FY,4267899999,0,4267899999,1.0,0.0,487600000.0,164200000.0,2439000000.0,-1003300000.0,1003300000,2990500000,758500000.0,61200000.0,237100000.0,0,-0.0376766091,1418900000,0.3324585863,2933400000,1258700000,0.2949225615,176000000.0,1082000000,0.2535204668,5.06,5.06,213971833,213972002,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
426,2020-12-31,BAER.SW,CHF,0,2020-12-31,2020-12-30 19:00:00,2020,FY,4059800000,0,4059800000,1.0,0.0,511200000.0,153000000.0,2356400000.0,-1132700000.0,1132700000,3193600000,825200000.0,66099999.0,410700000.0,0,-0.0939455146,1226700000,0.3021577418,2503600000,845900000,0.2083600177,147300000.0,698000000,0.17192965170000002,3.25,3.25,215016327,215016327,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
427,2023-12-31,JFN.SW,CHF,0,2023-12-31,2023-12-29 19:00:00,2023,FY,278068000,84392000,193676000,0.6965058906,0.0,10806000.0,5357000.0,5981000.0,0.0,5981000,90373000,675000.0,203000.0,39766000.0,140521000,0.5053476128000001,187695000,0.6749967634,-87642000,100053000,0.3598148654,20436000.0,79146000,0.2846282204,13.61,13.61,5816953,5816953,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
428,2022-12-31,JFN.SW,CHF,0,2022-12-31,2022-12-30 19:00:00,2022,FY,169030000,114724000,54306000,0.3212802461,0.0,10532000.0,4900000.0,46797000.0,20509000.0,46797000,161521000,39000.0,646000.0,42302000.0,49811000,0.2946873336,7509000,0.0444240667,45273000,52782000,0.3122640951,8398000.0,43574000,0.2577885582,7.49,7.49,5819245,5819245,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
429,2021-12-31,JFN.SW,CHF,0,2021-12-31,2021-12-30 19:00:00,2021,FY,97041000,99872000,-2831000,-0.0291732361,0.0,10141000.0,4143000.0,40433000.0,15168000.0,40433000,140305000,59000.0,822000.0,39606000.0,40574999,-0.0376954071,-43264000,-0.445832174,26180000,147000,0.0015148236,309000.0,-462000,-0.0047608743000000005,-0.0794,-0.0794,5821321,5821321,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
430,2020-12-31,JFN.SW,CHF,0,2020-12-31,2020-12-30 19:00:00,2020,FY,94900000,93367000,1533000,0.016153846200000002,0.0,9810000.0,4414000.0,40890000.0,11348000.0,40890000,134257000,40000.0,757000.0,33450000.0,22574000,-0.0622444679,-39357000,-0.4147207587,10909000,-11633000,-0.1225816649,-1954000.0,-9227000,-0.09722866170000001,-1.58,-1.58,5827240,5827240,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
431,2023-12-31,KARN.SW,EUR,0,2023-12-31,2023-12-30 19:00:00,2023,FY,702900000,467000000,235900000,0.3356096173,17500000.0,50900000.0,76300000.0,127200000.0,5300000.0,150000000,617000000,1800000.0,200000.0,13400000.0,100700000,0.14326362210000002,85900000,0.1222079954,1200000,87100000,0.1239152084,20200000.0,66600000,0.09475032010000001,8.63,8.63,7717266,7714294,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
432,2022-12-31,KARN.SW,EUR,0,2022-12-31,2022-12-30 19:00:00,2022,FY,565600000,387900000,177700000,0.3141796322,12700000.0,41900000.0,65300000.0,107200000.0,0.0,123999999,511899999,200000.0,600000.0,9600000.0,63700000,0.1110325318,56800000,0.1004243281,-2300000,53500000,0.0945898161,14900000.0,37800000,0.0668316832,4.9,4.9,7710634,7710634,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
433,2021-12-31,KARN.SW,EUR,0,2021-12-31,2021-12-30 19:00:00,2021,FY,455500000,292200000,163300000,0.35850713500000003,12000000.0,37600000.0,53300000.0,90900000.0,0.0,102400000,394600000,1300000.0,1500000.0,6600000.0,65200000,0.1431394072,60400000,0.1326015368,-800000,59600000,0.130845225,15900000.0,43900000,0.096377607,5.69,5.69,7710925,7710925,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
434,2020-12-31,KARN.SW,EUR,0,2020-12-31,2020-12-30 19:00:00,2020,FY,412900000,259899999,153000001,0.3705497723,11000000.0,35400000.0,49000000.0,84400000.0,0.0,98199999,358099998,1200000.0,1400000.0,7100000.0,62100000,0.1501574231,57400000,0.1390167111,-1900000,53600000,0.1298135142,12900000.0,40700000,0.0985710826,5.28,5.28,7711368,7711368,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
435,2024-03-31,KLIN.SW,EUR,0,2024-03-31,2024-03-30 20:00:00,2023,FY,303497000,128456000,175041000,0.5767470519,26197000.0,3200000.0,7100000.0,117550000.0,6227000.0,149974000,278430000,387000.0,1830000.0,5140000.0,29525000,0.09728267500000001,25067000,0.08259389710000001,-2512000,22555000,0.0743170443,5350000.0,17205000,0.056689193000000006,1.9500000000000002,1.9500000000000002,8841666,8841666,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
436,2023-03-31,KLIN.SW,EUR,0,2023-03-31,2023-03-30 20:00:00,2022,FY,310461000,144634000,165827000,0.5341315012,24736000.0,3700000.0,9000000.0,104114000.0,0.0,143325000,287959000,1042000.0,1222000.0,4323000.0,27005000,0.06935814800000001,17577000,0.0566158068,-2330000,21460000,0.06912301380000001,705000.0,20755000,0.0668521972,2.35,2.35,8840000,8840000,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
437,2022-03-31,KLIN.SW,EUR,0,2022-03-31,2022-03-30 20:00:00,2021,FY,158608000,69514000,89094000,0.5617245032,22788000.0,0.0,0.0,95851000.0,0.0,108298999,177812999,463000.0,620000.0,4563000.0,-14485000,-0.2378442449,-41868000,-0.2639715525,-3993000,-19668000,-0.1240038334,2009000.0,-21677000,-0.1366702814,-2.45,-2.45,8840000,8840000,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
438,2021-03-31,KLIN.SW,EUR,0,2021-03-31,2021-03-30 20:00:00,2020,FY,158719000,57844000,100875000,0.6355571797,21100000.0,0.0,0.0,83731000.0,0.0,109935000,167779000,291000.0,505000.0,5002000.0,-7650000,-0.0481983883,-12209000,-0.0769221076,2211000,-9351000,-0.0589154418,2059000.0,-7292000,-0.0459428298,-0.8200000000000001,-0.8200000000000001,8840000,8840000,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
439,2023-12-31,KOMN.SW,CHF,0,2023-12-31,2023-12-29 19:00:00,2023,FY,745134000,318531000,426603000,0.5725184999999999,78844000.0,284808000.0,18600000.0,303408000.0,-28457000.0,353795000,672326000,0.0,5186000.0,20178000.0,93174000,0.12504328080000002,72808000,0.0977112841,-11884000,60924000,0.0817624749,17088000.0,43836000,0.058829687000000006,8.55,8.53,5124960,5139972,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
440,2022-12-31,KOMN.SW,CHF,0,2022-12-31,2022-12-30 19:00:00,2022,FY,599170000,407635000,191535000,0.3196672063,59018000.0,12263000.0,13584000.0,64855000.0,0.0,123873000,531508000,3106000.0,3106000.0,17207000.0,85046000,0.1416442746,67662000,0.1129262146,-2822000,64733000,0.1080377856,13067000.0,51773000,0.0864078642,12.11,12.06,4273799,4292879,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
441,2021-12-31,KOMN.SW,CHF,0,2021-12-31,2021-12-30 19:00:00,2021,FY,415921000,290031000,125890000,0.302677672,41066000.0,8699000.0,6225000.0,42346000.0,0.0,83412000,373443000,4138000.0,4138000.0,15549000.0,57904000,0.1395144751,42478000,0.10212997180000001,-4261000,38217000,0.0918852378,7842000.0,30375000,0.07303069570000001,7.9,7.87,3843440,3857298,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
442,2020-12-31,KOMN.SW,CHF,0,2020-12-31,2020-12-30 19:00:00,2020,FY,321741000,245812000,75929000,0.23599416920000002,29756000.0,8834000.0,4419000.0,37677000.0,0.0,67433000,313245000,4637000.0,4637000.0,15086000.0,22050000,0.0732949795,8496000,0.026406333,-6169000,2327000,0.007232525500000001,3646000.0,-1319000,-0.004099570800000001,-0.34,-0.34,3845655,3845655,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
443,2023-12-31,KUD.SW,USD,0,2023-12-31,2023-12-30 19:00:00,2023,FY,750834000,615503000,135331000,0.1802409054,13734000.0,55972000.0,9032000.0,65004000.0,58635000.0,137373000,752876000,1589000.0,10506000.0,30729000.0,20942000,0.027891651200000003,-2042000,-0.0027196424,-18251000,-20293000,-0.027027279,4215000.0,-29396000,-0.0391511306,-0.53,-0.53,55973509,55973469,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
444,2022-12-31,KUD.SW,USD,0,2022-12-31,2022-12-30 19:00:00,2022,FY,705883000,200464000,505419000,0.7160095937000001,134862000.0,52985000.0,9289000.0,374372000.0,2600000.0,507341000,707805000,8468000.0,7545000.0,32310000.0,31921000,0.0224725627,594000,0.0008414992000000001,-11256000,-10390000,-0.014719153200000001,5865000.0,-20661000,-0.0292697232,-0.37,-0.37,55770321,55775414,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
445,2021-12-31,KUD.SW,USD,0,2021-12-31,2021-12-30 19:00:00,2021,FY,753932000,224776000,529156000,0.7018617064,132532000.0,52375000.0,3552000.0,386152000.0,4137000.0,496372999,721148999,8109999.0,8117000.0,42128000.0,34309000,0.0455067566,15220000,0.020187497000000002,9453000,24673000,0.0327257631,3222000.0,14592000,0.0193545306,0.28,0.28,55337298,55337298,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
446,2020-12-31,KUD.SW,USD,0,2020-12-31,2020-12-30 19:00:00,2020,FY,729492000,211675000,517817000,0.7098323217,131080999.0,49667000.0,7676000.0,368382000.0,4309000.0,518241000,729916000,6833000.0,8322000.0,48271000.0,37498000,0.0514028941,14309000,0.0196150198,-23312000,-7257000,-0.0099480186,10732000.0,-23202000,-0.0318056949,-0.42,-0.42,54984857,54984857,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
447,2023-12-31,KURN.SW,CHF,0,2023-12-31,2023-12-29 19:00:00,2023,FY,33564000,9628000,23936000,0.7131450363,5599000.0,3557000.0,17134000.0,31090000.0,0.0,37128000,46911000,400000.0,186000.0,2752000.0,-10409000,-0.3101239423,-13192000,-0.39304016210000003,-155000,-13347000,-0.3976582052,380000.0,-13727000,-0.40897985940000003,-0.38,-0.38,36582015,36582015,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
448,2022-12-31,KURN.SW,CHF,0,2022-12-31,2022-12-30 19:00:00,2022,FY,17986000,7217000,10769000,0.5987434671,5194000.0,3069000.0,8084000.0,11153000.0,7868000.0,24215000,31432000,1772000.0,4317000.0,2834000.0,-8840000,-0.4914933837,-13446000,-0.7475814522,-2545000,-15991000,-0.8890803959,-1396000.0,-14595000,-0.8114644724000001,-0.43,-0.43,33900691,33900691,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
449,2021-12-31,KURN.SW,CHF,0,2021-12-31,2021-12-30 19:00:00,2021,FY,13815000,3749000,10066000,0.7286283026,4989000.0,2582000.0,4799000.0,7381000.0,6463000.0,18833000,22582000,596000.0,1383000.0,2880000.0,-5291000,-0.3829895042,-8767000,-0.6346000724,-787000,-9554000,-0.6915671372000001,-2013000.0,-7541000,-0.5458559537000001,-0.23,-0.23,32794134,32794134,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
450,2020-12-31,KURN.SW,CHF,0,2020-12-31,2020-12-30 19:00:00,2020,FY,4039000,2368000,1671000,0.41371626640000003,4005000.0,3136000.0,1559000.0,4695000.0,4650000.0,13350000,15718000,433000.0,848000.0,2669000.0,-8577000,-2.1235454320000002,-11679000,-2.8915573162,-415000,-12094000,-2.9943055212000003,-574000.0,-11520000,-2.8521911364,-0.47000000000000003,-0.47000000000000003,24317550,24317550,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
451,2024-12-31,KNIN.SW,CHF,0,2024-12-31,2024-12-31 00:00:00,2024,FY,24802000000,16132000000,8670000000,0.3495685832,0.0,1019000000.0,105000000.0,1124000000.0,7546000000.0,8670000000,24802000000,24000000.0,37000000.0,824000000.0,2499000000,0.1007580034,0,0.0,1638000000,1638000000,0.066043061,408000000.0,1181000000,0.047617127700000005,9.97,9.95,118485359,118748575,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
452,2023-12-31,KNIN.SW,CHF,0,2023-12-31,2023-12-29 19:00:00,2023,FY,23849000000,20703000000,3146000000,0.1319132878,0.0,999000000.0,109000000.0,1108000000.0,0.0,1293000000,21996000000,48000000.0,25000000.0,775000000.0,2751000000,0.1153507485,1853000000,0.0776971781,103000000,1956000000,0.0820160174,492000000.0,1431000000,0.0600025158,12.06,12.02,118624421,119038023,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
453,2022-12-31,KNIN.SW,CHF,0,2022-12-31,2022-12-30 19:00:00,2022,FY,39398000000,33433000000,5965000000,0.1514036245,0.0,1034000000.0,94000000.0,1128000000.0,1104000000.0,2232000000,35665000000,19000000.0,20000000.0,769000000.0,4591000000,0.1159195898,3798000000,0.0964008325,75000000,3808000000,0.09665465250000001,998000000.0,2644000000,0.06711000560000001,22.15,22.03,119394642,120030718,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
454,2021-12-31,KNIN.SW,CHF,0,2021-12-31,2021-12-30 19:00:00,2021,FY,32801000000,27416000000,5385000000,0.16417182400000002,0.0,380000000.0,627000000.0,1007000000.0,1433000000.0,2440000000,29856000000,3000000.0,20000000.0,733000000.0,3691000000,0.11270997840000001,2964000000,0.0903630987,0,2945000000,0.08978384810000001,790000000.0,2032000000,0.0619493308,16.92,16.88,120104672,120374765,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,https://www.six-group.com/en/products-services/the-swiss-stock-exchange.html,0
