date,symbol,currency_balance_sheet,cashAndCashEquivalents,shortTermInvestments,cashAndShortTermInvestments,netReceivables,inventory_balance_sheet,otherCurrentAssets,totalCurrentAssets,propertyPlantEquipmentNet,goodwill,intangibleAssets,goodwillAndIntangibleAssets,longTermInvestments,taxAssets,otherNonCurrentAssets,totalNonCurrentAssets,otherAssets,totalAssets,accountPayables,shortTermDebt,taxPayables,deferredRevenue,otherCurrentLiabilities,totalCurrentLiabilities,longTermDebt,deferredRevenueNonCurrent,deferredTaxLiabilitiesNonCurrent,otherNonCurrentLiabilities,totalNonCurrentLiabilities,otherLiabilities,capitalLeaseObligations,totalLiabilities,preferredStock,commonStock,retainedEarnings,accumulatedOtherComprehensiveIncomeLoss,othertotalStockholdersEquity,totalStockholdersEquity,totalEquity,totalLiabilitiesAndStockholdersEquity,minorityInterest,totalLiabilitiesAndTotalEquity,totalInvestments,totalDebt,netDebt,currency_cash_flow_statement,netIncome_cash_flow_statement,depreciationAndAmortization_cash_flow_statement,deferredIncomeTax,stockBasedCompensation,changeInWorkingCapital,accountsReceivables,inventory_cash_flow_statement,accountsPayables,otherWorkingCapital,otherNonCashItems,netCashProvidedByOperatingActivities,investmentsInPropertyPlantAndEquipment,acquisitionsNet,purchasesOfInvestments,salesMaturitiesOfInvestments,otherInvestingActivites,netCashUsedForInvestingActivites,debtRepayment,commonStockIssued,commonStockRepurchased,dividendsPaid,otherFinancingActivites,netCashUsedProvidedByFinancingActivities,effectOfForexChangesOnCash,netChangeInCash,cashAtEndOfPeriod,cashAtBeginningOfPeriod,operatingCashFlow,capitalExpenditure,freeCashFlow,currency_income_statement,revenue,costOfRevenue,grossProfit,grossProfitRatio,researchAndDevelopmentExpenses,generalAndAdministrativeExpenses,sellingAndMarketingExpenses,sellingGeneralAndAdministrativeExpenses,otherExpenses,operatingExpenses,costAndExpenses,interestIncome,interestExpense,depreciationAndAmortization_income_statement,ebitda,ebitdaratio,operatingIncome,operatingIncomeRatio,totalOtherIncomeExpensesNet,incomeBeforeTax,incomeBeforeTaxRatio,incomeTaxExpense,netIncome_income_statement,netIncomeRatio_income_statement,eps,epsdiluted,weightedAverageShsOut,weightedAverageShsOutDil,distressed,year,marketcap,z_score
2023-12-31,BVZN.SW,CHF,59060498.0,0.0,59060498.0,9859053.0,12946941.0,8537840.0,102905453.0,566299722.0,0.0,2204689.0,2204689.0,21632871.0,0.0,0.0,590137282.0,0.0,693042735.0,7432616.0,14806749.0,0.0,0.0,34896830.0,57136195.0,389998881.0,0.0,658196.0,239220.0,400826559.0,0.0,9930262.0,457962754.0,0.0,19727800.0,159700807.0,0.0,0.0,214905141.0,235079981.0,693042735.0,20174840.0,693042735.0,21632871.0,414735892.0,355675394.0,CHF,26256910.0,30635638.0,0.0,0.0,1529194.0,-3280756.0,-1029406.0,-7224799.0,13064155.0,3018439.0,61440181.0,-146551854.0,0.0,0.0,1400000.0,634471.0,-144517383.0,104801000.0,0.0,0.0,-2959170.0,0.0,101842093.0,0.0,18764891.0,59060498.0,40295607.0,61440181.0,-148037654.0,-86597473.0,CHF,201473814.0,129109676.0,72364138.0,0.3591739123,0.0,13413027.0,0.0,13413027.0,24852009.0,38265036.0,167374712.0,1469062.0,5293200.0,30635638.0,69016799.0,0.342559649,36908008.0,0.1831900993,-3347851.0,33560157.0,0.1665732947,4001877.0,26256910.0,0.130324182,133.1,133.1,197272.0,197272.0,0.0,2023.0,210000000.0,1.25
2022-12-31,BVZN.SW,CHF,40295607.0,0.0,40295607.0,17039249.0,11917537.0,11243941.0,85124506.0,455210786.0,0.0,1874080.0,1874080.0,22560673.0,478245539.0,-478245539.0,479645539.0,0.0,564770045.0,14657417.0,8448614.0,0.0,536210.0,22914887.0,53931548.0,288516970.0,12969044.0,659991.0,201584.0,302347589.0,0.0,12969044.0,356279137.0,0.0,19727800.0,112503988.0,59380296.0,23903762.0,191612084.0,208490908.0,564770045.0,16878824.0,564770045.0,22560673.0,309934628.0,269639021.0,CHF,20593304.0,23361961.0,0.0,0.0,17234321.0,-1997101.0,-1879674.0,7991934.0,13119162.0,1664834.0,62854420.0,-120134749.0,33398.0,-4237032.0,5008034.0,4237032.0,-115093317.0,-77229900.0,0.0,0.0,-591834.0,0.0,76638105.0,0.0,24399208.0,40295607.0,15896399.0,62854420.0,-120134749.0,-57280329.0,CHF,177245157.0,128048105.0,49197052.0,0.277565,0.0,11223130.0,13775285.0,24998415.0,0.0,24998415.0,153046521.0,395088.0,3362505.0,23361961.0,51390955.0,0.2683322964,24198640.0,0.1365263819,-2967417.0,24666491.0,0.1391659519,2303024.0,20593304.0,0.1161854256,104.39,104.39,197278.0,197278.0,0.0,2022.0,150000000.0,1.19
2021-12-31,BVZN.SW,CHF,15896399.0,0.0,15896399.0,13050236.0,10037862.0,8077756.0,54427591.0,364420222.0,7046808.0,1379388.0,1379388.0,22968774.0,387568383.0,-387568384.0,388768383.0,1.0,443195975.0,6665483.0,17258895.0,0.0,537636.0,13357917.0,41451542.0,153228759.0,62217034.0,580519.0,45158542.0,216184855.0,1.0,62217035.0,257636398.0,0.0,19727800.0,89958665.0,61936350.0,26459816.0,171622815.0,185559577.0,443195975.0,13936762.0,443195975.0,22968774.0,232704689.0,216808290.0,CHF,3587870.0,22598728.0,0.0,0.0,-12471708.0,-3677369.0,-375798.0,-1434598.0,-6983943.0,174462.0,13889352.0,-58617305.0,165443.0,-670000.0,2780448.0,2780448.0,-56341414.0,-38759900.0,0.0,0.0,0.0,0.0,38759909.0,0.0,-3692153.0,15896399.0,19588552.0,13889352.0,-58617305.0,-44727953.0,CHF,139162713.0,112309557.0,26853156.0,0.1929622916,0.0,9702483.0,13297141.0,22999624.0,0.0,22999624.0,135309181.0,358401.0,2917602.0,22598728.0,29457001.0,0.1900815199,3853530.0,0.0276908226,-2559201.0,3940674.0,0.0283170248,188842.0,3587870.0,0.0257818342,18.19,18.19,197278.0,197278.0,0.0,2021.0,150000000.0,1.15
2020-12-31,BVZN.SW,CHF,19588552.0,0.0,19588552.0,9372867.0,9662065.0,3599351.0,47936434.0,331582119.0,0.0,1297780.0,1297780.0,22528348.0,354658246.0,-354658247.0,355408246.0,1.0,403344681.0,8100080.0,6389855.0,0.0,653648.0,13199897.0,33003314.0,165719934.0,21834990.0,747893.0,185730.0,188488548.0,1.0,21834991.0,221491863.0,0.0,19727800.0,72381847.0,75927738.0,40451204.0,168037385.0,181852818.0,403344681.0,13815433.0,403344681.0,22528348.0,193944780.0,174356228.0,CHF,-7030903.0,22753248.0,0.0,0.0,-6739932.0,3063787.0,-422026.0,1091754.0,-10473447.0,-2220210.0,6762203.0,-54604558.0,958815.0,-679000.0,10124447.0,9941362.0,-44200296.0,-16892900.0,0.0,0.0,-1479585.0,0.0,15413361.0,0.0,-22024732.0,19588552.0,41613284.0,6762203.0,-54604558.0,-47842355.0,CHF,120421247.0,110278529.0,10142718.0,0.0842269803,0.0,10966899.0,12453929.0,23420828.0,0.0,23420828.0,133699356.0,329743.0,2798091.0,22753248.0,16446981.0,0.0786832908,-13278110.0,-0.1102638474,-1739066.0,-9104358.0,-0.0756042495,1066137.0,-7030903.0,-0.058385901,-35.64,-35.64,197278.0,197278.0,0.0,2020.0,170000000.0,1.1
2023-12-31,BYS.SW,CHF,224600000.0,124300000.0,348900000.0,117500000.0,237900000.0,42900000.0,761600000.0,124400000.0,0.0,10800000.0,10800000.0,-120300000.0,22400000.0,225199999.0,262499999.0,1.0,1024100000.0,52200000.0,1700000.0,15100000.0,0.0,166500000.0,259100000.0,0.0,0.0,17100000.0,17300000.0,34400000.0,0.0,0.0,293500000.0,0.0,4100000.0,839700000.0,-111600000.0,0.0,730600000.0,730600000.0,1024100000.0,0.0,1024100000.0,4000000.0,1700000.0,-222900000.0,CHF,41900000.0,21000000.0,0.0,1100000.0,-18900000.0,38100000.0,30200000.0,-14000000.0,-73200000.0,8500000.0,53600000.0,-13200000.0,0.0,-126300000.0,125700000.0,-5100000.0,-18900000.0,-1300000.0,0.0,-500000.0,-24800000.0,1300000.0,-24000000.0,-2700000.0,8000000.0,224600000.0,216600000.0,53600000.0,-19400000.0,34200000.0,CHF,930100000.0,404900000.0,525200000.0,0.5646704655,0.0,222500000.0,28500000.0,251000000.0,219800000.0,389300000.0,875700000.0,7700000.0,7000000.0,21000000.0,81800000.0,0.0879475325,54400000.0,0.0584883346,700000.0,55100000.0,0.0592409418,13100000.0,41900000.0,0.0450489195,20.26,20.26,2068566.0,2068566.0,0.0,2023.0,1170000000.0,5.54
2022-12-31,BYS.SW,CHF,216600000.0,125000000.0,341600000.0,213200000.0,293700000.0,52000000.0,862500000.0,134199999.0,0.0,11000000.0,11000000.0,90200000.0,24200000.0,20400001.0,280000000.0,0.0,1142500000.0,69900000.0,500000.0,19500000.0,179400000.0,261500000.0,375400000.0,0.0,0.0,20300000.0,22600000.0,42900000.0,0.0,0.0,418300000.0,0.0,4099999.0,823900000.0,-101600000.0,0.0,724200000.0,724200000.0,1142500000.0,0.0,1142500000.0,215200000.0,500000.0,-216100000.0,CHF,36600000.0,21700000.0,-142100000.0,800000.0,-81800000.0,-41100000.0,-49100000.0,-7700000.0,16100000.0,148300000.0,-16500000.0,-23400000.0,19300000.0,-126300000.0,30400000.0,100000.0,-99900000.0,-1700000.0,0.0,-1000000.0,-124100000.0,-3300000.0,-130100000.0,-2500000.0,-249100000.0,216600000.0,465700000.0,-16500000.0,-23400000.0,-39900000.0,CHF,1015900000.0,751000000.0,264900000.0,0.2607540112,0.0,185700000.0,36400000.0,222100000.0,5300000.0,216800000.0,967800000.0,3200000.0,3600000.0,21700000.0,70700000.0,0.06870755,48100000.0,0.0473471798,-2700000.0,45400000.0,0.0446894379,8800000.0,36600000.0,0.036027168,17.7,17.7,2068039.0,2068039.0,0.0,2022.0,1430000000.0,5.0
2021-12-31,BYS.SW,CHF,465700000.0,30000000.0,495700000.0,193000000.0,255600000.0,65800001.0,958400000.0,133100000.0,0.0,11400000.0,11400000.0,87500000.0,22800000.0,21600000.0,276400000.0,0.0,1234800000.0,79500000.0,4099999.0,14000000.0,175000000.0,243700001.0,372000000.0,1700000.0,0.0,21700000.0,24200000.0,47600000.0,0.0,0.0,419600000.0,0.0,4099999.0,910700000.0,-97300000.0,1.0,815200000.0,815200000.0,1234800000.0,0.0,1234800000.0,117500000.0,5800000.0,-459900000.0,CHF,56000000.0,18500000.0,-146700000.0,1600000.0,-900000.0,-41900000.0,-83600000.0,17400000.0,107200000.0,120900000.0,49400000.0,-34000000.0,328700000.0,-33200000.0,9400000.0,-100000.0,270900000.0,-1300000.0,0.0,-1600000.0,-124100000.0,-200000.0,-127200000.0,-700000.0,192400000.0,465700000.0,273300000.0,49400000.0,-34000000.0,15400000.0,CHF,939300000.0,682900000.0,256400000.0,0.2729692324,0.0,164600000.0,29200000.0,193800000.0,7500000.0,186300000.0,869200000.0,3300000.0,900000.0,18500000.0,88600000.0,0.0943255616,70100000.0,0.0746300436,-900000.0,69200000.0,0.0736718833,12400000.0,-28600000.0,-0.0304482061,-13.82,-13.82,2068798.0,2068798.0,0.0,2021.0,2900000000.0,7.06
2020-12-31,BYS.SW,CHF,273300000.0,0.0,273300000.0,232800000.0,290100000.0,0.0,813500000.0,255000000.0,0.0,25400000.0,25400000.0,24800000.0,11000000.0,20899999.0,337099999.0,1.0,1150600000.0,70300000.0,0.0,8500000.0,49500000.0,136900000.0,313800000.0,2900000.0,0.0,14500000.0,23400000.0,40800000.0,0.0,0.0,354600000.0,0.0,4099999.0,909200000.0,-116500000.0,1.0,794700000.0,796000000.0,1150600000.0,1300000.0,1150600000.0,24800000.0,7700000.0,-265600000.0,CHF,26600000.0,18100000.0,-22100000.0,2000000.0,15600000.0,19000000.0,4099999.0,-7000000.0,-499999.0,38500000.0,78700000.0,-39400000.0,21499999.0,-3700000.0,7200000.0,1.0,-14400000.0,-3700000.0,0.0,-100000.0,-86800000.0,-6400000.0,-89600000.0,-2300000.0,-27600000.0,273300000.0,300900000.0,78700000.0,-39400000.0,39300000.0,CHF,801400000.0,612800000.0,188600000.0,0.2353381582,0.0,111100000.0,41300000.0,152400000.0,5700000.0,146700000.0,759500000.0,300000.0,5100000.0,18100000.0,60300000.0,0.0748689793,41900000.0,0.0522835039,-37500000.0,42200000.0,0.0526578488,13700000.0,65000000.0,0.0811080609,31.45,31.45,2067050.0,2067050.0,0.0,2020.0,2550000000.0,7.09
2023-12-31,CALN.SW,CHF,15748000.0,96000.0,15844000.0,16167000.0,74995000.0,7772000.0,118434000.0,71481000.0,13708000.0,21998000.0,35706000.0,2665000.0,5067000.0,5400000.0,115252000.0,0.0,233686000.0,12482000.0,15458000.0,733000.0,14122000.0,3056000.0,82890000.0,0.0,0.0,5544000.0,3440000.0,36740000.0,0.0,38235000.0,119630000.0,0.0,844000.0,178728000.0,-62877000.0,0.0,114573000.0,114056000.0,233686000.0,-517000.0,233686000.0,2665000.0,53693000.0,37945000.0,CHF,-44792000.0,19618000.0,0.0,431000.0,2526000.0,0.0,0.0,0.0,2526000.0,32901000.0,10684000.0,-9690000.0,-196000.0,-120000.0,2981000.0,248000.0,-6777000.0,2628000.0,574000.0,-2095000.0,-9692000.0,1336000.0,-13079000.0,-1445000.0,-10617000.0,15748000.0,26365000.0,10684000.0,-9690000.0,994000.0,CHF,304428000.0,97693000.0,206735000.0,0.6790932503,0.0,13151000.0,51921000.0,65072000.0,181837000.0,246909000.0,344602000.0,215000.0,1655000.0,19618000.0,-20398000.0,-0.0670043491,-40174000.0,-0.1319655222,-1651000.0,-41825000.0,-0.1373888079,2967000.0,-66497000.0,-0.2184326015,-7.7,-7.7,8420488.0,8420488.0,0.0,2023.0,290000000.0,3.87
2022-12-31,CALN.SW,CHF,26365000.0,2199000.0,26365000.0,18890000.0,91182000.0,10397000.0,150725000.0,71688000.0,34215000.0,102018000.0,136233000.0,3640000.0,10521000.0,-34215000.0,187867000.0,0.0,338592000.0,25105000.0,6516000.0,2195000.0,14128000.0,24429000.0,93968000.0,0.0,-1.0,13946000.0,4909999.0,45665999.0,1.0,26810000.0,139634000.0,0.0,842000.0,250183000.0,-51525000.0,0.0,199473000.0,198958000.0,338592000.0,-515000.0,338592000.0,3640000.0,44429000.0,18064000.0,CHF,22951000.0,18756000.0,-38195000.0,683000.0,-28484000.0,0.0,0.0,0.0,-28484000.0,30334000.0,6045000.0,-12203000.0,-7514000.0,-196000.0,91000.0,-1622000.0,-21444000.0,-1686000.0,1205000.0,0.0,-8392000.0,5883000.0,-15298000.0,-2940000.0,-20236000.0,26365000.0,46601000.0,6045000.0,-12203000.0,-6158000.0,CHF,319069000.0,214662000.0,104407000.0,0.327223892,0.0,16529000.0,51226000.0,64715999.0,0.0,64715999.0,279378000.0,250000.0,994000.0,18756000.0,48472000.0,0.1831798138,39691000.0,0.1243962905,-313000.0,28722000.0,0.0900181465,5791000.0,23184000.0,0.0726613993,2.76,2.75,8397547.0,8433794.0,0.0,2022.0,420000000.0,4.6
2021-12-31,CALN.SW,CHF,46601000.0,98000.0,46601000.0,17713000.0,64096000.0,103592000.0,234078000.0,73126000.0,15280000.0,32433000.0,47713000.0,4843000.0,10786000.0,-15280000.0,121188000.0,0.0,355266000.0,22002000.0,-4238000.0,6906000.0,18006000.0,66118000.0,130180000.0,0.0,-1.0,9741000.0,19572999.0,51519999.0,1.0,31947000.0,181700000.0,0.0,839000.0,214851000.0,-41574000.0,0.0,174089000.0,173566000.0,355266000.0,-523000.0,355266000.0,4843000.0,43906000.0,-2695000.0,CHF,15170000.0,20848000.0,105000.0,-662000.0,3926000.0,0.0,0.0,0.0,3926000.0,14702000.0,53841000.0,-11640000.0,280000.0,-405000.0,527000.0,-1215000.0,-11238000.0,-132000.0,4377000.0,0.0,-13313000.0,896000.0,-25905000.0,-2040000.0,1257000.0,46601000.0,45344000.0,53841000.0,-11640000.0,42201000.0,CHF,298445000.0,203548000.0,94897000.0,0.3179714855,0.0,19567000.0,40259000.0,59826000.0,0.0,59826000.0,263374000.0,269000.0,972000.0,20848000.0,45535000.0,0.1873678567,35071000.0,0.1175124395,-552000.0,23715000.0,0.0794618774,8557000.0,20263000.0,0.0678952571,2.43,2.43,8323454.0,8350574.0,0.0,2021.0,440000000.0,4.16
2020-12-31,CALN.SW,CHF,45344000.0,106000.0,45344000.0,26270000.0,74578000.0,12651000.0,158737000.0,89027000.0,26803000.0,55130000.0,81933000.0,6999000.0,14003000.0,-26803000.0,165159000.0,0.0,323896000.0,19292000.0,1232000.0,3038000.0,15782000.0,27923001.0,91547000.0,297000.0,40593000.0,13127000.0,26142000.0,67329000.0,0.0,40890000.0,158876000.0,0.0,826000.0,202037000.0,-37286000.0,-1.0,165550000.0,165020000.0,323896000.0,-530000.0,323896000.0,6999000.0,56924000.0,11580000.0,CHF,10024000.0,21953000.0,-1371000.0,298000.0,7971000.0,0.0,0.0,0.0,7971000.0,-1983000.0,36892000.0,-6950000.0,-661999.0,-1707000.0,463000.0,-1.0,-8856000.0,-21658000.0,423000.0,-27000.0,0.0,-740000.0,-39793000.0,-749000.0,-12506000.0,45344000.0,57850000.0,36892000.0,-6950000.0,29942000.0,CHF,248947000.0,187993000.0,60954000.0,0.2448472968,0.0,13099000.0,31854000.0,44953000.0,0.0,44953000.0,232946000.0,116000.0,1274000.0,21953000.0,36247000.0,0.1524581537,16001000.0,0.0642747251,-2981000.0,13020000.0,0.0523002888,3348000.0,-1428000.0,-0.0057361607,-0.17,-0.17,8245808.0,8245808.0,0.0,2020.0,290000000.0,3.47
2024-03-31,GAV.SW,CHF,51252000.0,20000000.0,71252000.0,27555000.0,43924000.0,11534000.0,155374000.0,15257000.0,6637000.0,45000.0,6682000.0,396000.0,4360000.0,0.0,26695000.0,0.0,182069000.0,12667000.0,0.0,2788000.0,0.0,6696000.0,33572000.0,0.0,0.0,152000.0,4976000.0,9266000.0,0.0,6766000.0,42838000.0,0.0,10661000.0,162739000.0,0.0,-34769000.0,139231000.0,139231000.0,182069000.0,0.0,182069000.0,20396000.0,6766000.0,-44486000.0,CHF,18686000.0,5601000.0,-679000.0,0.0,-260000.0,8202999.0,-1700000.0,-6763000.0,1.0,-2018000.0,21330000.0,-2825000.0,0.0,-41445000.0,36870000.0,145000.0,-7255000.0,-2612000.0,0.0,0.0,-8529000.0,-2612000.0,-11141000.0,-913000.0,2021000.0,51252000.0,49231000.0,21330000.0,-2831000.0,18499000.0,CHF,172204000.0,77526000.0,94678000.0,0.5498013983,7714000.0,0.0,61164000.0,61164000.0,495000.0,69373000.0,146899000.0,512000.0,205000.0,6563000.0,31156000.0,0.1809249495,25305000.0,0.1469478061,45000.0,25350000.0,0.1472091241,6664000.0,18686000.0,0.108510836,26.29,26.29,710710.0,710710.0,0.0,2023.0,270000000.0,7.45
2023-03-31,GAV.SW,CHF,49231000.0,15470000.0,64700999.0,35819000.0,43467000.0,12755001.0,158214000.0,14771000.0,6672000.0,8055000.0,14727000.0,390000.0,3917000.0,-6672000.0,27133000.0,0.0,185347000.0,17104000.0,515000.0,5589000.0,5589000.0,8157000.0,44772000.0,0.0,0.0,202000.0,4792000.0,8691000.0,0.0,3697000.0,53463000.0,0.0,10661000.0,152582000.0,-31359000.0,-1.0,131883999.0,131883999.0,185347000.0,0.0,185347000.0,15860000.0,6198000.0,-43033000.0,CHF,28229000.0,5584000.0,-1004000.0,0.0,-20721000.0,-11647000.0,-10837000.0,1763000.0,0.0,33833000.0,14032000.0,-3240000.0,109000.0,-15473000.0,15473000.0,-15473000.0,-18604000.0,-2478000.0,0.0,0.0,-8529000.0,-2478000.0,-11007000.0,-1965000.0,-17544000.0,49231000.0,66775000.0,14032000.0,-3240000.0,10792000.0,CHF,209601000.0,100117000.0,109484000.0,0.5223448361,7408000.0,0.0,62435000.0,62435000.0,0.0,69843000.0,169960000.0,105000.0,278000.0,5584000.0,44627000.0,0.2157671003,39641000.0,0.1891260061,-534000.0,38765000.0,0.1849466367,10536000.0,28229000.0,0.134679701,39.72,39.72,710710.0,710710.0,0.0,2022.0,230000000.0,6.58
2022-03-31,GAV.SW,CHF,66775000.0,0.0,66775000.0,31203000.0,34272000.0,8207000.0,141308000.0,15524000.0,6732000.0,8562000.0,15294000.0,564000.0,3159000.0,-6732001.0,27808999.0,1.0,169117000.0,15728000.0,3950000.0,3458000.0,3458000.0,8552000.0,42118000.0,0.0,-1.0,189000.0,5936999.0,10803999.0,1.0,4678000.0,52922000.0,0.0,10661000.0,132882000.0,-27348000.0,0.0,116195000.0,116195000.0,169117000.0,0.0,169117000.0,564000.0,7088000.0,-59687000.0,CHF,22036000.0,5858000.0,165000.0,0.0,-8573000.0,-8335000.0,-7474000.0,7236000.0,0.0,21209000.0,20406000.0,-2588000.0,213000.0,0.0,0.0,28000.0,-2375000.0,-2592000.0,0.0,0.0,-8528000.0,-2592000.0,-11120000.0,-2602000.0,4309000.0,66775000.0,62466000.0,20406000.0,-2588000.0,17818000.0,CHF,183389000.0,84837000.0,98552000.0,0.5373931915,7833000.0,0.0,59879000.0,59879000.0,204000.0,67508000.0,152345000.0,34000.0,288000.0,5858000.0,36603000.0,0.2012225379,31044000.0,0.1692795097,-591000.0,30457000.0,0.1660786634,8421000.0,22036000.0,0.1201598787,31.01,31.01,710710.0,710710.0,0.0,2021.0,210000000.0,6.17
2021-03-31,GAV.SW,CHF,62466000.0,0.0,62466000.0,27341000.0,28308000.0,6124000.0,125035000.0,18218000.0,6338000.0,8202000.0,14540000.0,544000.0,3747000.0,-6338000.0,30711000.0,0.0,155746000.0,11751000.0,3893000.0,1943000.0,1943000.0,7189000.0,35663000.0,0.0,0.0,202000.0,7737000.0,13874000.0,0.0,5935000.0,49537000.0,0.0,10661000.0,119374000.0,-23825999.0,-1.0,106209000.0,106209000.0,155746000.0,0.0,155746000.0,544000.0,8512000.0,-53954000.0,CHF,12056000.0,5909000.0,-432000.0,0.0,2505000.0,-1569000.0,-3147000.0,7221000.0,0.0,10398000.0,21123000.0,-3956000.0,91000.0,0.0,0.0,-734000.0,-3865000.0,-1385000.0,0.0,0.0,0.0,-2488000.0,-3873000.0,1619000.0,15004000.0,62466000.0,47462000.0,21123000.0,-3956000.0,17167000.0,CHF,148192000.0,68591000.0,79601000.0,0.5371477543000001,8124000.0,0.0,53429000.0,53429000.0,0.0,61553000.0,130144000.0,23000.0,231000.0,5909000.0,22584000.0,0.1616618981,18048000.0,0.1217879508,-814001.0,16443999.0,0.1109641479,4388000.0,12056000.0,0.0813539192,16.96,16.96,710710.0,710710.0,0.0,2020.0,140000000.0,5.04
2024-12-31,CMBN.SW,CHF,793201000.0,0.0,793201000.0,12109000.0,0.0,-12109000.0,793201000.0,46817000.0,189521000.0,14616000.0,204137000.0,189856000.0,0.0,-440810000.0,7155530000.0,7948731000.0,7948731000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6663614000.0,0.0,6663614000.0,0.0,30000000.0,1050890000.0,0.0,-16828000.0,1285117000.0,1285117000.0,7948731000.0,0.0,7948731000.0,189856000.0,0.0,-793201000.0,CHF,170397000.0,26825000.0,0.0,0.0,12677000.0,4777000.0,0.0,0.0,7900000.0,50746000.0,260645000.0,-10300000.0,0.0,-210083000.0,120000000.0,-12183000.0,-112566000.0,-200016000.0,0.0,-2117000.0,-117394000.0,30897000.0,-288630000.0,0.0,-140551000.0,817871000.0,958422000.0,260645000.0,-10300000.0,250345000.0,CHF,550454000.0,0.0,550454000.0,1.0,0.0,87102000.0,9950000.0,97052000.0,453402000.0,550454000.0,550454000.0,485730000.0,105251000.0,26825000.0,0.0,0.0,0.0,0.0,211781000.0,211781000.0,0.3847387793,41384000.0,170397000.0,0.3095572019,5.8100000000000005,5.8,29340823.0,29382237.0,0.0,2024.0,2650000000.0,0.6
2023-12-31,CMBN.SW,CHF,921974000.0,0.0,921974000.0,13746000.0,0.0,0.0,921974000.0,54903000.0,189521000.0,26530000.0,216051000.0,98256000.0,0.0,6796999000.0,7166209000.0,0.0,8088183000.0,0.0,455082000.0,0.0,0.0,360766000.0,815848000.0,2647749000.0,0.0,0.0,3379531000.0,6027280000.0,-4683000.0,11065000.0,6838445000.0,0.0,30000000.0,997887000.0,565000.0,0.0,1249738000.0,1249738000.0,8088183000.0,0.0,8088183000.0,98256000.0,3113896000.0,2191922000.0,CHF,158033000.0,27496000.0,0.0,595000.0,15554000.0,0.0,0.0,0.0,15554000.0,-13147000.0,188531000.0,-8965000.0,0.0,-230000000.0,229476000.0,-223949000.0,-233438000.0,485000000.0,0.0,-1080000.0,-115930000.0,-15100000.0,352890000.0,0.0,307981000.0,958422000.0,650441000.0,188531000.0,-8965000.0,179566000.0,CHF,458780000.0,-131820000.0,590600000.0,1.2873272593,0.0,80299000.0,11685000.0,262608000.0,0.0,262608000.0,262608000.0,422125000.0,74908000.0,27496000.0,223669000.0,0.4875299708,196172000.0,0.4275949257,1000.0,196173000.0,0.4275971054,38140000.0,158033000.0,0.3444635773,5.39,5.38,29338682.0,29370234.0,0.0,2023.0,2280000000.0,0.65
2022-12-31,CMBN.SW,CHF,632644000.0,0.0,632644000.0,0.0,-644393000.0,700646000.0,700646000.0,25267000.0,189521000.0,267471000.0,456992000.0,97337000.0,4635000.0,6373048000.0,6957279000.0,0.0,7657925000.0,0.0,455859000.0,0.0,0.0,-630300000.0,819924000.0,2163029000.0,3162943000.0,30490000.0,3356189000.0,5563600000.0,0.0,13892000.0,6383524000.0,0.0,30000000.0,1010017000.0,13164000.0,0.0,1274401000.0,1274401000.0,7657925000.0,0.0,7657925000.0,97337000.0,2632780000.0,2000136000.0,CHF,169300000.0,25955000.0,-52380000.0,470000.0,-5054000.0,0.0,0.0,0.0,-5054000.0,105130000.0,243421000.0,-11772000.0,-50638000.0,-149111000.0,-255781000.0,-4568000.0,-471870000.0,-97855000.0,0.0,-2997000.0,-112971000.0,315757000.0,297644000.0,1000.0,69196000.0,650441000.0,581245000.0,243421000.0,-11772000.0,231649000.0,CHF,538250000.0,0.0,538250000.0,1.0,0.0,99557000.0,15725000.0,257454999.0,-112731000.0,112731000.0,327781000.0,385561000.0,15672000.0,25955000.0,236427000.0,0.0482210869,210468000.0,0.3910227589,-25958000.0,210469000.0,0.3910246168,41169000.0,169300000.0,0.3145378542,5.77,5.76,29352136.0,29373078.0,0.0,2022.0,2490000000.0,0.69
2021-12-31,CMBN.SW,CHF,544769000.0,0.0,544769000.0,0.0,-552548000.0,623632000.0,623632000.0,28863000.0,156828000.0,226955000.0,383783000.0,6007780000.0,5852000.0,51241000.0,6477519000.0,0.0,7101151000.0,0.0,356439000.0,0.0,0.0,328793000.0,685232000.0,2142063999.0,2887944001.0,11530000.0,3062049001.0,5215643000.0,0.0,17340000.0,5900875000.0,0.0,30000000.0,953689000.0,-6556000.0,-6556000.0,1200276000.0,1200276000.0,7101151000.0,0.0,7101151000.0,6007780000.0,2515843000.0,1971074000.0,CHF,161495000.0,25045000.0,-50184000.0,94000.0,-51951000.0,0.0,0.0,0.0,-51951000.0,90110000.0,174609000.0,-9968000.0,0.0,0.0,8209000.0,36209000.0,34450000.0,-75216000.0,0.0,-511000.0,-110181000.0,-72727000.0,-258635000.0,-1000.0,-49577000.0,581245000.0,630822000.0,174609000.0,-9968000.0,164641000.0,CHF,513051000.0,0.0,513051000.0,1.0,0.0,99127000.0,8134000.0,246255000.0,-104437000.0,104437000.0,312570000.0,382700000.0,13297000.0,25045000.0,225526000.0,0.0488158097,200482000.0,0.390764271,-25045000.0,200481000.0,0.3907623219,38986000.0,161495000.0,0.3147737749,5.5,5.49,29378525.0,29394745.0,0.0,2021.0,2130000000.0,0.68
